科目代碼,會計科目,日期,傳票號碼,種類,摘要,本幣借方金額,本幣貸方金額,借貸,餘額,幣別,匯率,原幣借方金額,原幣貸方金額
1290,進項稅額 ,2024/01/22,11201220001,3,,82500.0,0,借,69818.0,CNY,4.375,18857.14,0.0
2120,應付票據 ,2024/01/22,11201220001,3,3/31FA6528660(又勝) ,0.0,"1,732,500",借,479511.0,CNY,4.375,0.0,396000.0
6230,其他費用 ,2024/01/22,11201220001,3,煙囪基礎.放樣申請 ,1200000.0,0,借,36632.0,CNY,4.375,274285.71,0.0
6230,其他費用 ,2024/01/22,11201220001,3,竣工展期逾期罰款 ,450000.0,0,借,41132.0,CNY,4.375,102857.14,0.0
1290,進項稅額 ,2024/01/23,11201230001,3,,400000.0,0,借,73818.0,JPY,0.2143,1866542.23,0.0
2120,應付票據 ,2024/01/23,11201230001,3,4/30FA6528664(舜義工程 ) ,0.0,"8,400,000",借,395511.0,JPY,0.2143,0.0,39197386.84
5300,物料進料 ,2024/05/24,11205240001,3,鐵網.槽鐵等 ,1511500.0,0,借,1301836.0,USD,32.315,37330844.61,0.0
1290,進項稅額 ,2024/01/24,11201240001,3,,1746000.0,0,借,91278.0,CNY,4.396,397179.25,0.0
2120,應付票據 ,2024/01/24,11201240001,3,4/30FA6528674(宏大福) ,0.0,"36,666,000",借,28851.0,CNY,4.396,0.0,8340764.33
5300,物料進料 ,2024/06/25,11206250002,3,鍍鋅板.鍍鋅角鐵等 ,54967800.0,0,借,1851514.0,USD,32.495,7943585.08,0.0
1290,進項稅額 ,2024/01/25,11201250001,3,,1176600.0,0,借,103044.0,USD,31.36,37519.13,0.0
2120,應付票據 ,2024/01/25,11201250001,3,2/28FA6528650中明 ,0.0,"24,708,000",貸,218229.0,USD,31.36,0.0,787882.65
5300,物料進料 ,2024/06/25,11206250003,3,配管材料等 ,9527600.0,0,借,1946790.0,USD,32.495,718883.93,0.0
5300,物料進料 ,2024/07/26,11207250001,3,鐵板.扁鐵等 ,39867000.0,0,借,2345460.0,USD,32.88,31479.59,0.0
1110,銀行存款 ,2024/01/30,11201300001,3,合庫-雙和(支存) ,0.0,"35,499,200",借,5914066.0,USD,31.19,0.0,1138159.67
2120-001,其他應付票據 ,2024/01/30,11201300001,3,台灣工銀 ,35499200.0,0,貸,186475.0,USD,31.19,1138159.67,0.0
1110,銀行存款 ,2024/01/31,11201310001,3,合庫-雙和 ,0.0,"121,633,600",借,4697730.0,USD,31.34,0.0,3881097.64
2120,應付票據 ,2024/01/31,11201310001,3,小明.正辛.觀世音起重 ,28690300.0,0,借,68674.0,USD,31.34,915453.1,0.0
2990,代收款項 ,2024/01/31,11201310001,3,1月份勞.健保自付 ,0.0,"980,700",貸,30453.0,USD,31.34,0.0,31292.28
6010,薪資支出 ,2024/01/31,11201310001,3,一月份薪 ,44500000.0,0,借,445000.0,USD,31.34,1419910.66,0.0
6010,薪資支出 ,2024/01/31,11201310001,3,一月份部分薪資 ,18000000.0,0,借,625000.0,USD,31.34,574345.88,0.0
6010,薪資支出 ,2024/01/31,11201310001,3,107年度獎金 ,31400000.0,0,借,939000.0,USD,31.34,1001914.49,0.0
6230,其他費用 ,2024/01/31,11201310001,3,匯費 ,24000.0,0,借,41372.0,USD,31.34,765.79,0.0
1110,銀行存款 ,2024/02/01,11202010001,3,合庫-雙和(乙存) ,0.0,"66,625,500",借,4031475.0,JPY,0.2154,0.0,309310584.96
1230,預付貨款 ,2024/02/01,11202010001,3,長鴻興 ,66622500.0,0,借,767205.0,JPY,0.2154,309296657.38,0.0
6230,其他費用 ,2024/02/01,11202010001,3,匯費 ,3000.0,0,借,41402.0,JPY,0.2154,13927.58,0.0
1110,銀行存款 ,2024/02/07,11202110001,3,合庫-雙和(乙存) ,0.0,"53,574,000",借,3495735.0,CNY,4.376,0.0,12242687.39
1110,銀行存款 ,2024/02/07,11202110002,3,合庫-雙和(乙存) ,0.0,"8,680,100",借,3408934.0,CNY,4.376,0.0,1983569.47
2115,銀行借款 ,2024/02/07,11202110001,3,信保還款 ,37445700.0,0,貸,141434368.0,CNY,4.376,8557061.24,0.0
2115,銀行借款 ,2024/02/07,11202110001,3,信保還款 ,9361700.0,0,貸,141340751.0,CNY,4.376,2139328.15,0.0
8010,利息支出 ,2024/02/07,11202110001,3,信保基金 ,1353300.0,0,借,303943.0,CNY,4.376,309255.03,0.0
8010,利息支出 ,2024/02/07,11202110001,3,信保基金 ,5413300.0,0,借,358076.0,CNY,4.376,1237042.96,0.0
8010,利息支出 ,2024/02/07,11202110002,3,廠融貸款 ,8680100.0,0,借,444877.0,CNY,4.376,1983569.47,0.0
1110,銀行存款 ,2024/02/15,11202130001,3,合庫-雙和(乙存) ,0.0,"14,062,500",借,3268309.0,CNY,4.375,0.0,3214285.71
1110,銀行存款 ,2024/02/15,11202130002,3,合庫-雙和 ,0.0,"2,882,400",借,3239485.0,JPY,0.2113,0.0,13641268.34
1110,銀行存款 ,2024/02/15,11202130003,3,合庫-雙和 ,0.0,"28,000",借,3239205.0,CNY,4.375,0.0,6400.0
1110,銀行存款 ,2024/02/15,11202130004,3,合庫-雙和 ,0.0,"79,300",借,3238412.0,CNY,4.375,0.0,18125.71
1110,銀行存款 ,2024/02/15,11202130005,3,合庫-雙和 ,0.0,"1,513,200",借,3223280.0,USD,31.48,0.0,48068.61
1110,銀行存款 ,2024/02/15,11202130006,3,合庫-雙和 ,0.0,"16,643,400",借,3056846.0,USD,31.48,0.0,528697.59
1290,進項稅額 ,2024/02/15,11202130002,3,,18100.0,0,借,103225.0,JPY,0.2113,85660.2,0.0
1290,進項稅額 ,2024/02/15,11202130003,3,,1300.0,0,借,103238.0,CNY,4.375,297.14,0.0
1290,進項稅額 ,2024/02/15,11202130004,3,,3100.0,0,借,103269.0,CNY,4.375,708.57,0.0
1290,進項稅額 ,2024/02/15,11202130006,3,,351500.0,0,借,106784.0,USD,31.48,11165.82,0.0
2160,其他應付款 ,2024/02/15,11202130006,3,沖107年12月勞健保 ,9258000.0,0,貸,3867316.0,USD,31.48,294091.49,0.0
5300,物料進料 ,2024/07/26,11207250008,3,配管材料 ,28264300.0,0,借,2628103.0,CNY,4.547,17417.14,0.0
5300,物料進料 ,2024/08/13,11208130002,3,伸縮管等 ,33809500.0,0,借,2966198.0,JPY,0.2217,195495.55,0.0
5300,物料進料 ,2024/08/23,11208230003,3,配管材料 ,11835500.0,0,借,3084553.0,CNY,4.502,27944.73,0.0
6060,郵電費 ,2024/02/15,11202130003,3,辦公室電話費 ,26700.0,0,借,267.0,CNY,4.375,6102.86,0.0
6230,其他費用 ,2024/02/15,11202130002,3,便當.運資.材料等 ,2864300.0,0,借,70045.0,JPY,0.2113,13555608.14,0.0
6230,其他費用 ,2024/02/15,11202130005,3,園區管理費(2月份) ,1513200.0,0,借,85177.0,USD,31.48,48068.61,0.0
8010,利息支出 ,2024/02/15,11202130001,3,土地貸款 ,14062500.0,0,借,585502.0,CNY,4.375,3214285.71,0.0
1290,進項稅額 ,2024/02/16,11202140001,3,,26000.0,0,借,107044.0,CNY,4.368,5952.38,0.0
2120,應付票據 ,2024/02/16,11202140001,3,3/31FA6528661(正辛) ,0.0,"546,000",借,63214.0,CNY,4.368,0.0,125000.0
6030,文具用品 ,2024/02/16,11202140001,3,影印費108/1-2月 ,520000.0,0,借,5200.0,CNY,4.368,119047.62,0.0
1290,進項稅額 ,2024/02/17,11202180001,3,,22500.0,0,借,107269.0,JPY,0.211,106635.07,0.0
2120,應付票據 ,2024/02/17,11202180001,3,4/30FA6528662(先鋒戰隊環境 ) ,0.0,"472,500",借,58489.0,JPY,0.211,0.0,2239336.49
6230,其他費用 ,2024/02/17,11202180001,3,觀音廠垃圾清運費(108/2 ) ,450000.0,0,借,89677.0,JPY,0.211,2132701.42,0.0
1290,進項稅額 ,2024/02/23,11202250001,3,,920700.0,0,借,116476.0,USD,31.605,29131.47,0.0
1290,進項稅額 ,2024/02/23,11202250002,3,,104400.0,0,借,117520.0,CNY,4.402,23716.49,0.0
1290,進項稅額 ,2024/02/23,11202250003,3,,2641700.0,0,借,143937.0,JPY,0.2116,12484404.54,0.0
1470,未完工程及待驗設備 ,2024/02/23,11202250003,3,陶瓷濾管系統隔震工程尾 款7 0% ,52833300.0,0,借,142950449.0,JPY,0.2116,249684782.61,0.0
2120,應付票據 ,2024/02/23,11202250001,3,3/31FA6528659(小明) ,0.0,"19,334,200",貸,134853.0,USD,31.605,0.0,611744.98
2120,應付票據 ,2024/02/23,11202250002,3,4/30FA6528665(超非盈利配管 ) ,0.0,"2,192,500",貸,156778.0,CNY,4.402,0.0,498069.06
2120,應付票據 ,2024/02/23,11202250003,3,4/30FA6528663(永安國小國際 ) ,0.0,"55,475,000",貸,711528.0,JPY,0.2116,0.0,262169187.15
5300,物料進料 ,2024/08/26,11208250001,3,角鐵.扁鐵等 ,23109200.0,0,借,3315645.0,CNY,4.492,545258.66,0.0
5300,物料進料 ,2024/09/10,11209100002,3,法蘭及大小頭等 ,2170000.0,0,借,3337345.0,USD,32.23,474352.57,0.0
5300,物料進料 ,2024/09/25,11209250001,3,鐵板.H型鋼等 ,45397300.0,0,借,3791318.0,JPY,0.2233,37354.85,0.0
1110,銀行存款 ,2024/02/26,11202260001,3,合庫-雙和 ,0.0,"676,000",借,3050086.0,JPY,0.2117,0.0,3193197.92
1110,銀行存款 ,2024/02/26,11202260002,3,合庫-雙和 ,0.0,"60,000",借,3049486.0,USD,31.6,0.0,1898.73
1110,銀行存款 ,2024/02/26,11202260003,3,合庫-雙和 ,0.0,"63,000",借,3048856.0,CNY,4.402,0.0,14311.68
1290,進項稅額 ,2024/02/26,11202260001,3,,32200.0,0,借,144259.0,JPY,0.2117,152102.03,0.0
1290,進項稅額 ,2024/02/26,11202260002,3,,2800.0,0,借,144287.0,USD,31.6,88.61,0.0
1290,進項稅額 ,2024/02/26,11202260003,3,,3000.0,0,借,144317.0,CNY,4.402,681.51,0.0
1290,進項稅額 ,2024/02/26,11202260004,3,,24600.0,0,借,144563.0,USD,31.6,778.48,0.0
1290,進項稅額 ,2024/02/26,11202260005,3,,192500.0,0,借,146488.0,JPY,0.2117,909305.62,0.0
2120,應付票據 ,2024/02/26,11202260004,3,5/31FA6528668(富月) ,0.0,"516,600",貸,716694.0,USD,31.6,0.0,16348.1
2120,應付票據 ,2024/02/26,11202260005,3,4/30FA6528666(敏捷) ,0.0,"4,042,500",貸,757119.0,JPY,0.2117,0.0,19095418.04
5300,物料進料 ,2024/09/25,11209250002,3,配管材料等 ,16576700.0,0,借,3957085.0,JPY,0.2233,1810.13,0.0
5300,物料進料 ,2024/09/30,11209300001,3,汽缸加配件等 ,631600.0,0,借,3963401.0,JPY,0.2243,18186112.42,0.0
5300,物料進料 ,2024/10/08,11210080001,3,保溫工程 ,39495000.0,0,借,4358351.0,CNY,4.597,3041095.89,0.0
5300,物料進料 ,2024/10/25,11210250001,3,扁鐵.角鐵等 ,46065300.0,0,借,4819004.0,JPY,0.213,15569.62,0.0
6230,其他費用 ,2024/02/26,11202260003,3,中興保全傳訊費 ,60000.0,0,借,90277.0,CNY,4.402,13630.17,0.0
1110,銀行存款 ,2024/02/27,11202270001,3,合庫-雙和 ,0.0,"2,120,000",借,3027656.0,JPY,0.212,0.0,10000000.0
1110,銀行存款 ,2024/02/27,11202270002,3,合庫-雙和 ,0.0,"121,500",借,3026441.0,CNY,4.402,0.0,27601.09
1110,銀行存款 ,2024/02/27,11202270003,3,合庫-雙和 ,0.0,"1,200,000",借,3014441.0,CNY,4.402,0.0,272603.36
1110,銀行存款 ,2024/02/27,11202270004,3,合庫-雙和 ,0.0,"145,680,900",借,1557632.0,JPY,0.212,0.0,687174056.6
1290,進項稅額 ,2024/02/27,11202270002,3,,19500.0,0,借,146683.0,CNY,4.402,4429.8,0.0
2120,應付票據 ,2024/02/27,11202270004,3,小明.益風.瑞保.裕宏等 ,145680900.0,0,借,699690.0,JPY,0.212,687174056.6,0.0
6040,旅費 ,2024/02/27,11202270001,3,108年1月油.車資補貼 ,2120000.0,0,借,46900.0,JPY,0.212,10000000.0,0.0
6040,旅費 ,2024/02/27,11202270002,3,1月油資補貼(何) ,102000.0,0,借,47920.0,CNY,4.402,23171.29,0.0
6230,其他費用 ,2024/02/27,11202270003,3,固污許可審查費及證照費 ,1200000.0,0,借,102277.0,CNY,4.402,272603.36,0.0
1110,銀行存款 ,2024/03/04,11203040001,3,合庫-雙和(乙存) ,0.0,"53,574,000",借,1021892.0,USD,31.575,0.0,1696722.09
1110,銀行存款 ,2024/03/04,11203040002,3,合庫-雙和(乙存) ,500000000.0,0,借,6021892.0,JPY,0.2117,2361832782.24,0.0
2115,銀行借款 ,2024/03/04,11203040001,3,信保還款 ,9383100.0,0,貸,141246920.0,USD,31.575,297168.65,0.0
2115,銀行借款 ,2024/03/04,11203040001,3,信保還款 ,37531500.0,0,貸,140871605.0,USD,31.575,1188646.08,0.0
216800,預收股本 ,2024/03/04,11203040002,3,關係人實業(股)公司 ,0.0,"500,000,000",貸,5000000.0,JPY,0.2117,0.0,2361832782.24
8010,利息支出 ,2024/03/04,11203040001,3,信保基金 ,1331900.0,0,借,598821.0,USD,31.575,42182.11,0.0
8010,利息支出 ,2024/03/04,11203040001,3,信保基金 ,5327500.0,0,借,652096.0,USD,31.575,168725.26,0.0
1110,銀行存款 ,2024/03/05,11203050001,3,合庫-雙和 ,0.0,"28,000",借,6021612.0,USD,31.615,0.0,885.66
1110,銀行存款 ,2024/03/05,11203050005,3,合庫-雙和 ,0.0,"62,571,100",借,5395901.0,CNY,4.401,0.0,14217473.3
1135,其他應收帳款 ,2024/03/05,11203050005,3,員工借支還款 ,0.0,"1,000,000",借,34200.0,CNY,4.401,0.0,227221.09
1290,進項稅額 ,2024/03/05,11203050001,3,,1300.0,0,借,146696.0,USD,31.615,41.12,0.0
1290,進項稅額 ,2024/03/05,11203050002,3,,1575000.0,0,借,162446.0,CNY,4.401,357873.21,0.0
1290,進項稅額 ,2024/03/05,11203050003,3,,91300.0,0,借,163359.0,CNY,4.401,20745.29,0.0
1290,進項稅額 ,2024/03/05,11203050004,3,,600000.0,0,借,169359.0,JPY,0.2119,2831524.3,0.0
1290,進項稅額 ,2024/03/05,11203050005,3,,49700.0,0,借,169856.0,CNY,4.401,11292.89,0.0
2120,應付票據 ,2024/03/05,11203050002,3,5/31FA6528667(宏大福) ,0.0,"33,075,000",借,368940.0,CNY,4.401,0.0,7515337.42
2120,應付票據 ,2024/03/05,11203050003,3,6/30FA6528683(富月) ,0.0,"1,916,300",借,349777.0,CNY,4.401,0.0,435423.77
2120,應付票據 ,2024/03/05,11203050004,3,5/31FA6528681(厚片) ,0.0,"12,600,000",借,223777.0,JPY,0.2119,0.0,59462010.38
2990,代收款項 ,2024/03/05,11203050005,3,2月份勞.健保自付 ,0.0,"1,000,200",貸,40455.0,CNY,4.401,0.0,227266.53
5300,物料進料 ,2024/10/25,11210250003,3,配管材料等 ,4986900.0,0,借,4868873.0,USD,32.12,7157464.21,0.0
5300,物料進料 ,2024/11/25,11211250001,3,槽鐵.角鐵等 ,39226000.0,0,借,5261133.0,USD,32.53,56630486.08,0.0
5300,物料進料 ,2024/11/29,11211290002,3,配管材料等 ,9896600.0,0,借,5360099.0,USD,32.52,414678.48,0.0
5300,物料進料 ,2024/12/25,11212250001,3,鐵板.角鐵等 ,41966300.0,0,借,5779762.0,CNY,4.499,453215.18,0.0
6010,薪資支出 ,2024/03/05,11203050005,3,2月份薪資 ,44500000.0,0,借,1384000.0,CNY,4.401,10111338.33,0.0
6010,薪資支出 ,2024/03/05,11203050005,3,2月份部份工時 ,18000000.0,0,借,1564000.0,CNY,4.401,4089979.55,0.0
6060,郵電費 ,2024/03/05,11203050001,3,辦公室電話費 ,26700.0,0,借,534.0,USD,31.615,844.54,0.0
6230,其他費用 ,2024/03/05,11203050005,3,匯費 ,27000.0,0,借,102547.0,CNY,4.401,6134.97,0.0
1110,銀行存款 ,2024/03/11,11203110001,3,合庫-雙和(乙存) ,0.0,"8,680,100",借,5309100.0,USD,31.47,0.0,275821.42
8010,利息支出 ,2024/03/11,11203110001,3,廠融貸款 ,8680100.0,0,借,738897.0,USD,31.47,275821.42,0.0
1110,銀行存款 ,2024/03/13,11203130001,3,合庫-雙和(乙存) ,0.0,"14,062,500",借,5168475.0,JPY,0.2151,0.0,65376569.04
1290,進項稅額 ,2024/03/13,11203130002,3,,13000.0,0,借,169986.0,CNY,4.395,2957.91,0.0
2120,應付票據 ,2024/03/13,11203130002,3,4/30FA6528677(正辛) ,0.0,"273,000",借,221047.0,CNY,4.395,0.0,62116.04
6030,文具用品 ,2024/03/13,11203130002,3,影印費(108/3) ,260000.0,0,借,7800.0,CNY,4.395,59158.13,0.0
8010,利息支出 ,2024/03/13,11203130001,3,土地貸款 ,14062500.0,0,借,879522.0,JPY,0.2151,65376569.04,0.0
1110,銀行存款 ,2024/03/14,11203140001,3,合庫-雙和 ,0.0,"1,513,200",借,5153343.0,USD,31.55,0.0,47961.97
1110,銀行存款 ,2024/03/14,11203140004,3,合庫-雙和 ,0.0,"9,153,400",借,5061809.0,USD,31.55,0.0,290123.61
1290,進項稅額 ,2024/03/14,11203140002,3,,22500.0,0,借,170211.0,USD,31.55,713.15,0.0
1290,進項稅額 ,2024/03/14,11203140003,3,,450000.0,0,借,174711.0,CNY,4.401,102249.49,0.0
1290,進項稅額 ,2024/03/14,11203140005,3,,0.0,"13,449,000",借,40221.0,CNY,4.401,0.0,3055896.39
1295,留抵稅額 ,2024/03/14,11203140005,3,107/11-12留底 ,0.0,"889,828,900",借,0.0,CNY,4.401,0.0,202187889.12
1295,留抵稅額 ,2024/03/14,11203140005,3,108/1-2月留底 ,903277900.0,0,借,9032779.0,CNY,4.401,205243785.5,0.0
2120,應付票據 ,2024/03/14,11203140002,3,5/31FA6528680(先鋒戰隊) ,0.0,"472,500",借,216322.0,USD,31.55,0.0,14976.23
2120,應付票據 ,2024/03/14,11203140003,3,5/31FA6528682(來德旺) ,0.0,"9,450,000",借,121822.0,CNY,4.401,0.0,2147239.26
2990,代收款項 ,2024/03/14,11203140004,3,1月份勞.健保自付額 ,980700.0,0,貸,30648.0,USD,31.55,31083.99,0.0
5400,直接人工 ,2024/11/04,11211040004,3,點工工資 ,1680000.0,0,借,16800.0,JPY,0.2122,2044989.78,0.0
6100,保險費 ,2024/03/14,11203140004,3,1月份勞退金 ,2598900.0,0,借,111071.0,USD,31.55,82374.01,0.0
6100,保險費 ,2024/03/14,11203140004,3,1月份勞.健保費 ,5573800.0,0,借,166809.0,USD,31.55,176665.61,0.0
6230,其他費用 ,2024/03/14,11203140001,3,108/3園區管理費 ,1513200.0,0,借,117679.0,USD,31.55,47961.97,0.0
6230,其他費用 ,2024/03/14,11203140002,3,觀音廠垃圾清運(108/3) ,450000.0,0,借,122179.0,USD,31.55,14263.07,0.0
1110,銀行存款 ,2024/03/15,11203150002,3,合庫-雙和 ,0.0,"600,000",借,5055809.0,USD,31.65,0.0,18957.35
1290,進項稅額 ,2024/03/15,11203150001,3,,5074500.0,0,借,90966.0,JPY,0.2147,23635305.08,0.0
1470,未完工程及待驗設備 ,2024/03/15,11203150001,3,煙囪工程進料款 ,101491700.0,0,借,143965366.0,JPY,0.2147,472714019.56,0.0
2130,應付帳款 ,2024/03/15,11203150001,3,竣奕工程 ,0.0,"106,566,200",貸,1065662.0,JPY,0.2147,0.0,496349324.64
6230,其他費用 ,2024/03/15,11203150002,3,董監事改選代辦手續費 ,600000.0,0,借,128179.0,USD,31.65,18957.35,0.0
1290,進項稅額 ,2024/03/20,11203200001,3,,200000.0,0,借,92966.0,CNY,4.443,45014.63,0.0
1290,進項稅額 ,2024/03/20,11203200002,3,,2677500.0,0,借,119741.0,JPY,0.2124,12605932.2,0.0
1290,進項稅額 ,2024/03/20,11203200003,3,,4590000.0,0,借,165641.0,USD,31.92,143796.99,0.0
1470,未完工程及待驗設備 ,2024/03/20,11203200002,3,進出料系統及水冷式降溫 塔 工程(設備進場) ,53550000.0,0,借,144500866.0,JPY,0.2124,252118644.07,0.0
1470,未完工程及待驗設備 ,2024/03/20,11203200003,3,進出料系統及水冷式降溫 塔 工程(安裝款) ,91800000.0,0,借,145418866.0,USD,31.92,2875939.85,0.0
2120,應付票據 ,2024/03/20,11203200001,3,6/30FA6528685(義舜) ,0.0,"4,200,000",借,79822.0,CNY,4.443,0.0,945307.22
2120,應付票據 ,2024/03/20,11203200002,3,2/28FA6528648 ,0.0,"56,227,500",貸,482453.0,JPY,0.2124,0.0,264724576.27
2120,應付票據 ,2024/03/20,11203200003,3,3/31FA6528649 ,0.0,"96,390,000",貸,1446353.0,USD,31.92,0.0,3019736.84
5400,直接人工 ,2024/12/05,11212050002,3,點工工資 ,15960000.0,0,借,176400.0,JPY,0.2186,900292.6,0.0
1230,預付貨款 ,2024/03/22,11203220001,3,長鴻興 ,0.0,"66,622,500",借,100980.0,JPY,0.2131,0.0,312634913.19
1290,進項稅額 ,2024/03/22,11203220001,3,,3172500.0,0,借,197366.0,JPY,0.2131,14887376.82,0.0
1470,未完工程及待驗設備 ,2024/03/22,11203220001,3,多管集塵器 ,63450000.0,0,借,146053366.0,JPY,0.2131,297747536.37,0.0
1290,進項稅額 ,2024/03/22,11203230001,3,,3062500.0,0,借,227991.0,USD,32.01,95673.23,0.0
1470,未完工程及待驗設備 ,2024/03/22,11203230001,3,煙囪工程安裝款 ,61250000.0,0,借,146665866.0,USD,32.01,1913464.54,0.0
2120,應付票據 ,2024/03/22,11203230001,3,4/30FA6528675(竣朗) ,0.0,"64,312,500",貸,2089478.0,USD,32.01,0.0,2009137.77
1290,進項稅額 ,2024/03/25,11203250001,3,,3229500.0,0,借,260286.0,USD,31.915,101190.66,0.0
1290,進項稅額 ,2024/03/25,11203250002,3,,60000.0,0,借,260886.0,USD,31.915,1879.99,0.0
2120,應付票據 ,2024/03/25,11203250001,3,4/30FA6528676(小明鋼鐵 ) ,0.0,"67,820,000",貸,2767678.0,USD,31.915,0.0,2125019.58
2120,應付票據 ,2024/03/25,11203250002,3,6/30FA6528684(準呈) ,0.0,"1,260,000",貸,2780278.0,USD,31.915,0.0,39479.87
5400,直接人工 ,2024/12/31,11212310002,3,12月份點工工資 ,15120000.0,0,借,327600.0,CNY,4.503,1937762.81,0.0
5502,製-間接人工 ,2024/01/24,11201240001,3,工資 ,34920000.0,0,借,349200.0,CNY,4.396,86066.11,0.0
5502,製-間接人工 ,2024/03/05,11203050002,3,1-2月工資 ,31500000.0,0,借,664200.0,CNY,4.401,37599.87,0.0
1290,進項稅額 ,2024/03/27,11203270001,3,,19300.0,0,借,261079.0,JPY,0.213,90610.33,0.0
2120,應付票據 ,2024/03/27,11203270001,3,4/30FA6528678(晉楊七金 ) ,0.0,"405,100",貸,2784329.0,JPY,0.213,0.0,1901877.93
5502,製-間接人工 ,2024/05/03,11205030003,3,工資 ,1020000.0,0,借,674400.0,JPY,0.2133,1811267.61,0.0
1110,銀行存款 ,2024/03/28,11203280001,3,合庫-雙和 ,0.0,"746,500",借,5048344.0,CNY,4.433,0.0,168396.12
1110,銀行存款 ,2024/03/28,11203280002,3,合庫-雙和(甲存) ,0.0,"439,469,400",借,653650.0,JPY,0.2133,0.0,2060334739.8
1290,進項稅額 ,2024/03/28,11203280001,3,,35500.0,0,借,261434.0,CNY,4.433,8008.12,0.0
1290,進項稅額 ,2024/03/28,11203280003,3,,10000.0,0,借,261534.0,USD,32.04,312.11,0.0
2120,應付票據 ,2024/03/28,11203280002,3,好盛.長壽星等貨款 ,403970200.0,0,借,1255373.0,JPY,0.2133,1893906235.35,0.0
2120,應付票據 ,2024/03/28,11203280003,3,6/30FA6528694(薏仁) ,0.0,"210,000",借,1253273.0,USD,32.04,0.0,6554.31
2120-001,其他應付票據 ,2024/03/28,11203280002,3,台灣工銀 ,35499200.0,0,借,168517.0,JPY,0.2133,166428504.45,0.0
5502,製-間接人工 ,2024/05/15,11205150002,3,3月份工資(宏大福) ,4680000.0,0,借,721200.0,USD,32.355,6242.2,0.0
5502,製-間接人工 ,2024/07/03,11207030002,3,臨時工資 ,710000.0,0,借,728300.0,USD,32.68,160388.0,0.0
1110,銀行存款 ,2024/03/29,11203290001,3,合庫-雙和(乙存) ,31680000.0,0,借,970450.0,CNY,4.433,7146401.99,0.0
710490,其他收入-其他 ,2024/03/29,11203290001,3,空壓機補助款 ,0.0,"31,680,000",貸,316800.0,CNY,4.433,0.0,7146401.99
1290,進項稅額 ,2024/04/01,11204010001,3,,60000.0,0,借,262134.0,USD,32.03,1873.24,0.0
2120,應付票據 ,2024/04/01,11204010001,3,6/30FA6545207(俊義) ,0.0,"1,260,000",借,1240673.0,USD,32.03,0.0,39338.12
5502,製-間接人工 ,2024/07/03,11207030005,3,6月份臨時工資 ,6060000.0,0,借,788900.0,USD,32.68,37464.88,0.0
1110,銀行存款 ,2024/04/02,11204020001,3,合庫-雙和(乙存) ,500000000.0,0,借,5970450.0,CNY,4.441,112587255.12,0.0
1110,銀行存款 ,2024/04/02,11204020002,3,合庫-雙和(乙存) ,0.0,"106,569,200",借,4904758.0,USD,32.125,0.0,3317329.18
1110,銀行存款 ,2024/04/02,11204020003,3,兆豐除戶 ,0.0,"1,766,900",借,4887089.0,JPY,0.2135,0.0,8275878.22
2130,應付帳款 ,2024/04/02,11204020002,3,竣朗企業有限公司 ,106566200.0,0,貸,0.0,USD,32.125,3317235.8,0.0
216800,預收股本 ,2024/04/02,11204020001,3,關係人實業(股)公司 ,0.0,"500,000,000",貸,10000000.0,CNY,4.441,0.0,112587255.12
6230,其他費用 ,2024/04/02,11204020002,3,匯費 ,3000.0,0,借,128209.0,USD,32.125,93.39,0.0
8070,其他損失 ,2024/04/02,11204020003,3,兆豐除戶 ,1766900.0,0,借,17669.0,JPY,0.2135,8275878.22,0.0
1110,銀行存款 ,2024/04/03,11204030001,3,合庫-雙和 ,0.0,"28,000",借,4886809.0,USD,32.11,0.0,872.0
1110,銀行存款 ,2024/04/03,11204030002,3,合庫-雙和 ,0.0,"3,150,000",借,4855309.0,JPY,0.2134,0.0,14761012.18
1110,銀行存款 ,2024/04/03,11204030003,3,合庫-雙和 ,0.0,"61,523,800",借,4240071.0,JPY,0.2134,0.0,288302717.9
1110,銀行存款 ,2024/04/03,11204030004,3,合庫-雙和 ,0.0,"4,960,500",借,4190466.0,CNY,4.442,0.0,1116726.7
1110,銀行存款 ,2024/04/03,11204030005,3,合庫-雙和 ,0.0,"2,302,100",借,4167445.0,CNY,4.442,0.0,518257.54
1110,銀行存款 ,2024/04/03,11204030006,3,合庫-雙和 ,0.0,"1,134,600",借,4156099.0,CNY,4.442,0.0,255425.48
1290,進項稅額 ,2024/04/03,11204030001,3,,1300.0,0,借,262147.0,USD,32.11,40.49,0.0
1290,進項稅額 ,2024/04/03,11204030002,3,,150000.0,0,借,263647.0,JPY,0.2134,702905.34,0.0
1290,進項稅額 ,2024/04/03,11204030004,3,,224000.0,0,借,265887.0,CNY,4.442,50427.74,0.0
1290,進項稅額 ,2024/04/03,11204030004,3,,14400.0,0,借,266031.0,CNY,4.442,3241.78,0.0
1290,進項稅額 ,2024/04/03,11204030005,3,,7400.0,0,借,266105.0,CNY,4.442,1665.92,0.0
1290,進項稅額 ,2024/04/03,11204030006,3,,6200.0,0,借,266167.0,CNY,4.442,1395.77,0.0
2990,代收款項 ,2024/04/03,11204030003,3,3月份勞.健保自付額 ,0.0,"1,000,200",貸,40650.0,JPY,0.2134,0.0,4686972.82
5502,製-間接人工 ,2024/08/05,11208050003,3,臨工工資 ,7350000.0,0,借,862400.0,USD,32.695,12877.08,0.0
