科目代碼,會計科目,日期,傳票號碼,種類,摘要,本幣借方金額,本幣貸方金額,借貸,餘額,幣別,匯率,原幣借方金額,原幣貸方金額
2115,銀行借款 ,2024/06/04,11206040001,3,信保還款 ,10318800.0,0,貸,141966523.0,JPY,0.2105,49020427.55,0.0
8010,利息支出 ,2024/06/04,11206040001,3,信保利息 ,5536800.0,0,借,1521490.0,JPY,0.2105,26303087.89,0.0
8010,利息支出 ,2024/06/04,11206040001,3,信保利息 ,1384200.0,0,借,1535332.0,JPY,0.2105,6575771.97,0.0
1290,進項稅額 ,2024/06/05,11206050001,3,,90000.0,0,借,69666.0,USD,32.39,2778.64,0.0
2120,應付票據 ,2024/06/05,11206050001,3,7/31FA6545215(生態) ,0.0,"1,890,000",借,2111404.0,USD,32.39,0.0,58351.34
6300,檢驗費 ,2024/06/05,11206050001,3,60噸地磅檢定費 ,1800000.0,0,借,18000.0,USD,32.39,55572.71,0.0
1110,銀行存款 ,2024/06/07,11206100001,3,合庫-雙和 ,0.0,"8,680,100",借,8190548.0,CNY,4.471,0.0,1941422.5
1290,進項稅額 ,2024/06/07,11206100002,3,,47400.0,0,借,70140.0,CNY,4.471,10601.66,0.0
2120,應付票據 ,2024/06/07,11206100002,3,8/31FA6545220(富月) ,0.0,"995,400",借,2101450.0,CNY,4.471,0.0,222634.76
5515,製-修繕費 ,2024/02/26,11202260005,3,發電機年度保樣費 ,3850000.0,0,借,38500.0,JPY,0.2117,212033.1,0.0
8010,利息支出 ,2024/06/07,11206100001,3,廠融利息 ,8680100.0,0,借,1622133.0,CNY,4.471,1941422.5,0.0
1290,進項稅額 ,2024/06/12,11206120001,3,,66700.0,0,借,70807.0,CNY,4.48,14888.39,0.0
2120,應付票據 ,2024/06/12,11206120001,3,7/31FA6545218(福祿) ,0.0,"1,400,000",借,2087450.0,CNY,4.48,0.0,312500.0
5515,製-修繕費 ,2024/03/28,11203280003,3,切割機修理 ,200000.0,0,借,40500.0,USD,32.04,297611.61,0.0
1110,銀行存款 ,2024/06/13,11206130003,3,合庫-雙和 ,0.0,"2,120,000",借,8169348.0,USD,32.38,0.0,65472.51
1110,銀行存款 ,2024/06/13,11206130004,3,合庫-雙和 ,0.0,"9,310,900",借,8076239.0,CNY,4.474,0.0,2081113.1
1110,銀行存款 ,2024/06/13,11206130005,3,合庫-雙和 ,0.0,"1,513,200",借,8061107.0,JPY,0.2076,0.0,7289017.34
1110,銀行存款 ,2024/06/13,11206130006,3,合庫-雙和 ,0.0,"68,400",借,8060423.0,JPY,0.2076,0.0,329479.77
1110,銀行存款 ,2024/06/13,11206130007,3,合庫-雙和 ,0.0,"1,000,000",借,8050423.0,JPY,0.2076,0.0,4816955.68
1110,銀行存款 ,2024/06/13,11206130008,3,合庫-雙和 ,0.0,"370,000",借,8046723.0,JPY,0.2076,0.0,1782273.6
1110,銀行存款 ,2024/06/13,11206130009,3,合庫-雙和 ,0.0,"540,850,000",借,2638223.0,JPY,0.2076,0.0,2605250481.7
1110,銀行存款 ,2024/06/13,11206130010,3,合庫-雙和 ,0.0,"14,062,500",借,2497598.0,JPY,0.2076,0.0,67738439.31
1290,進項稅額 ,2024/06/13,11206130002,3,,22500.0,0,借,71032.0,USD,32.38,694.87,0.0
2120,應付票據 ,2024/06/13,11206130001,3,6/30FA6545209(安侯) ,0.0,"9,000,000",借,1997450.0,CNY,4.474,0.0,2011622.71
2120,應付票據 ,2024/06/13,11206130002,3,8/31FA6545222(先鋒戰隊) ,0.0,"472,500",借,1992725.0,USD,32.38,0.0,14592.34
2120,應付票據 ,2024/06/13,11206130009,3,駿翊.佳臻.峻奕 ,540850000.0,0,借,7401225.0,JPY,0.2076,2605250481.7,0.0
2990,代收款項 ,2024/06/13,11206130001,3,扣繳10% ,0.0,"1,000,000",貸,51317.0,CNY,4.474,0.0,223513.63
2990,代收款項 ,2024/06/13,11206130004,3,4月份勞.健自負 ,1000200.0,0,貸,41315.0,CNY,4.474,223558.34,0.0
2990,代收款項 ,2024/06/13,11206130007,3,安侯10%扣繳 ,1000000.0,0,貸,31315.0,JPY,0.2076,4816955.68,0.0
5515,製-修繕費 ,2024/04/03,11204030004,3,氣動機修理 ,285700.0,0,借,43357.0,CNY,4.442,329479.77,0.0
6040,旅費 ,2024/06/13,11206130003,3,5月份油資補貼 ,2120000.0,0,借,135171.0,USD,32.38,65472.51,0.0
6080,廣告費 ,2024/06/13,11206130008,3,人事刊登費 ,370000.0,0,借,3700.0,JPY,0.2076,1782273.6,0.0
6100,保險費 ,2024/06/13,11206130004,3,4月份勞退金 ,2747400.0,0,借,365289.0,CNY,4.474,614081.36,0.0
6100,保險費 ,2024/06/13,11206130004,3,4月份勞.健保 ,5563300.0,0,借,420922.0,CNY,4.474,1243473.4,0.0
6230,其他費用 ,2024/06/13,11206130001,3,107年度稅簽.財簽費 ,10000000.0,0,借,632552.0,CNY,4.474,2235136.34,0.0
6230,其他費用 ,2024/06/13,11206130002,3,垃圾清運費(6月份) ,450000.0,0,借,637052.0,USD,32.38,13897.47,0.0
6230,其他費用 ,2024/06/13,11206130005,3,6月份原區管理費 ,1513200.0,0,借,652184.0,JPY,0.2076,7289017.34,0.0
8010,利息支出 ,2024/06/13,11206130010,3,土地貸款利息 ,14062500.0,0,借,1762758.0,JPY,0.2076,67738439.31,0.0
1290,進項稅額 ,2024/06/14,11206150001,3,,2359500.0,0,借,94627.0,JPY,0.2071,11393046.84,0.0
1470,未完工程及待驗設備 ,2024/06/14,11206150001,3,工程保證款 ,47190500.0,0,借,149162914.0,JPY,0.2071,227863351.04,0.0
2120,應付票據 ,2024/06/14,11206150001,3,7/31FA6545217(又勝) ,0.0,"49,550,000",借,6905725.0,JPY,0.2071,0.0,239256397.88
1290,進項稅額 ,2024/06/17,11206170001,3,,25385700.0,0,借,348484.0,CNY,4.479,5667716.01,0.0
1470,未完工程及待驗設備 ,2024/06/17,11206170001,3,大電設備訂金(含追加)30 % ,507714300.0,0,借,154240057.0,CNY,4.479,113354387.14,0.0
2120,應付票據 ,2024/06/17,11206170001,3,6/15FA6528697(駿帥) ,0.0,"533,100,000",借,1574725.0,CNY,4.479,0.0,119022103.15
1290,進項稅額 ,2024/06/18,11206180001,3,,13000.0,0,借,348614.0,USD,32.445,400.68,0.0
2120,應付票據 ,2024/06/18,11206180001,3,7/31FA6545213(正辛) ,0.0,"273,000",借,1571995.0,USD,32.445,0.0,8414.24
6030,文具用品 ,2024/06/18,11206180001,3,影印費6月份 ,260000.0,0,借,16225.0,USD,32.445,8013.56,0.0
1110,銀行存款 ,2024/06/21,11206210001,3,合庫-雙和 ,209800.0,0,借,2499696.0,JPY,0.206,1018446.6,0.0
1110,銀行存款 ,2024/06/21,11206210002,3,板信-後埔 ,23400.0,0,借,2499930.0,CNY,4.466,5239.59,0.0
1110,銀行存款 ,2024/06/21,11206210002,3,板信-後埔 ,0.0,"11,000",借,2499820.0,CNY,4.466,0.0,2463.05
6230,其他費用 ,2024/06/21,11206210002,3,匯費1/15-70.4/29-40 ,11000.0,0,借,652294.0,CNY,4.466,2463.05,0.0
7040,利息收入 ,2024/06/21,11206210001,3,合庫利息 ,0.0,"209,800",貸,2098.0,JPY,0.206,0.0,1018446.6
7040,利息收入 ,2024/06/21,11206210002,3,板信利息 ,0.0,"23,400",貸,2332.0,CNY,4.466,0.0,5239.59
1290,進項稅額 ,2024/06/21,11206230001,3,,40000.0,0,借,349014.0,JPY,0.206,194174.76,0.0
2120,應付票據 ,2024/06/21,11206230001,3,8/31FA6545228(真誠) ,0.0,"840,000",借,1563595.0,JPY,0.206,0.0,4077669.9
5515,製-修繕費 ,2024/06/03,11206030002,3,發電機修繕 ,2952400.0,0,借,72881.0,USD,32.445,3883495.15,0.0
1290,進項稅額 ,2024/06/24,11206240001,3,,363000.0,0,借,352644.0,JPY,0.2049,1771595.9,0.0
1840,裝修費 ,2024/06/24,11206240001,3,地板及牆面油漆 ,7259000.0,0,借,72590.0,JPY,0.2049,35427037.58,0.0
2120,應付票據 ,2024/06/24,11206240001,3,7/31FA6545216(住茗) ,0.0,"7,622,000",借,1487375.0,JPY,0.2049,0.0,37198633.48
1290,進項稅額 ,2024/06/25,11206250002,3,,3098600.0,0,借,383630.0,USD,32.495,95356.21,0.0
1290,進項稅額 ,2024/06/25,11206250003,3,,476400.0,0,借,388394.0,USD,32.495,14660.72,0.0
2120,應付票據 ,2024/06/25,11206250002,3,7/31FA6545212(小明) ,0.0,"65,069,900",借,836676.0,USD,32.495,0.0,2002458.84
2120,應付票據 ,2024/06/25,11206250003,3,8/31FA6545234(非盈利) ,0.0,"10,004,000",借,736636.0,USD,32.495,0.0,307862.75
5515,製-修繕費 ,2024/06/12,11206120001,3,發電機檢修 ,1333300.0,0,借,86214.0,CNY,4.48,1691577.17,0.0
5515,製-修繕費 ,2024/08/05,11208050003,3,砂輪機修理 ,120000.0,0,借,87414.0,USD,32.695,293202.03,0.0
5515,製-修繕費 ,2024/09/03,11209030001,3,天車維修費 ,1850000.0,0,借,105914.0,USD,32.11,215525.47,0.0
1110,銀行存款 ,2024/06/26,11206260001,3,零用金 ,0.0,"33,800",借,2499482.0,CNY,4.486,0.0,7534.55
1290,進項稅額 ,2024/06/26,11206260001,3,,33800.0,0,借,388732.0,CNY,4.486,7534.55,0.0
2120,應付票據 ,2024/06/26,11206260001,3,7/31FA6545214(觀世音起重 ) ,0.0,"1,515,000",借,721486.0,CNY,4.486,0.0,337717.34
5515,製-修繕費 ,2024/11/04,11211040009,3,電動工具修繕 ,200000.0,0,借,107914.0,JPY,0.2122,337717.34,0.0
1110,銀行存款 ,2024/06/27,11206270002,3,合庫-雙和 ,0.0,"64,320,700",借,1856275.0,USD,32.58,0.0,1974238.8
1290,進項稅額 ,2024/06/27,11206270001,3,,100000.0,0,借,389732.0,JPY,0.2047,488519.79,0.0
1290,進項稅額 ,2024/06/27,11206270002,3,,1300.0,0,借,389745.0,USD,32.58,39.9,0.0
2120,應付票據 ,2024/06/27,11206270001,3,9/30FA6545240(義舜) ,0.0,"2,100,000",借,700486.0,JPY,0.2047,0.0,10258915.49
2120,應付票據 ,2024/06/27,11206270002,3,小明.正辛等 ,27804500.0,0,借,978531.0,USD,32.58,853422.34,0.0
2120-001,其他應付票據 ,2024/06/27,11206270002,3,台灣工銀 ,35499200.0,0,借,1233493.0,USD,32.58,1089600.98,0.0
5518,製-水電瓦斯費 ,2024/01/15,11201150003,3,廠區電費 ,618000.0,0,借,6180.0,USD,31.27,1841.62,0.0
5518,製-水電瓦斯費 ,2024/02/15,11202130004,3,廠用水費 ,76200.0,0,借,6942.0,CNY,4.375,28514.43,0.0
5518,製-水電瓦斯費 ,2024/02/26,11202260001,3,觀音廠電費 ,643800.0,0,借,13380.0,JPY,0.2117,9770395.7,0.0
6060,郵電費 ,2024/06/27,11206270002,3,中和辦公室電話 ,26700.0,0,借,1602.0,USD,32.58,819.52,0.0
1290,進項稅額 ,2024/06/28,11206280001,3,,75000.0,0,借,390495.0,USD,32.5,2307.69,0.0
2120,應付票據 ,2024/06/28,11206280001,3,8/31FA6545225(亞信亞) ,0.0,"1,575,000",借,962781.0,USD,32.5,0.0,48461.54
5518,製-水電瓦斯費 ,2024/03/28,11203280001,3,觀音廠區電費 ,711000.0,0,借,20490.0,CNY,4.433,46153.85,0.0
1290,進項稅額 ,2024/07/01,11207010001,3,,1714300.0,0,借,407638.0,USD,32.595,52593.96,0.0
1290,進項稅額 ,2024/07/01,11207010002,3,,11190500.0,0,借,519543.0,USD,32.595,343319.53,0.0
1290,進項稅額 ,2024/07/01,11207010003,3,,185000.0,0,借,521393.0,USD,32.595,5675.72,0.0
1290,進項稅額 ,2024/07/01,11207010004,3,,215300.0,0,借,523546.0,CNY,4.484,48015.17,0.0
1290,進項稅額 ,2024/07/01,11207010005,3,,259300.0,0,借,526139.0,USD,32.595,7955.21,0.0
1460,辦公設備 ,2024/07/01,11207010003,3,辦公椅20張 ,3700000.0,0,借,233286.0,USD,32.595,113514.34,0.0
1470,未完工程及待驗設備 ,2024/07/01,11207010001,3,2噸天車工程 ,34285700.0,0,借,154582914.0,USD,32.595,1051869.92,0.0
1470,未完工程及待驗設備 ,2024/07/01,11207010002,3,空污連續自動監測系統交 貨 款 ,223809500.0,0,借,156821009.0,USD,32.595,6866375.21,0.0
2120,應付票據 ,2024/07/01,11207010001,3,8/31FA6545239(銀隆倡) ,0.0,"36,000,000",借,602781.0,USD,32.595,0.0,1104463.87
2120,應付票據 ,2024/07/01,11207010002,3,9/30FA6545244(磁鐵) ,0.0,"235,000,000",貸,1747219.0,USD,32.595,0.0,7209694.74
2120,應付票據 ,2024/07/01,11207010003,3,8/31FA6545231(達摩) ,0.0,"3,885,000",貸,1786069.0,USD,32.595,0.0,119190.06
2120,應付票據 ,2024/07/01,11207010004,3,10/31FA6545259(亦荃) ,0.0,"4,521,800",貸,1831287.0,CNY,4.484,0.0,1008429.97
2120,應付票據 ,2024/07/01,11207010005,3,10/31FA6545261(富月) ,0.0,"5,445,300",貸,1885740.0,USD,32.595,0.0,167059.36
5518,製-水電瓦斯費 ,2024/04/23,11204230002,3,觀音廠電費 ,827000.0,0,借,28760.0,CNY,4.516,960414.81,0.0
5518,製-水電瓦斯費 ,2024/05/03,11205030003,3,觀音廠水費 ,86800.0,0,借,29628.0,JPY,0.2133,159104.16,0.0
1110,銀行存款 ,2024/07/03,11207030001,3,合庫-雙和 ,0.0,"62,492,200",借,1231353.0,JPY,0.2037,0.0,306785468.83
1110,銀行存款 ,2024/07/03,11207030002,3,合庫-雙和 ,0.0,"3,737,600",借,1193977.0,USD,32.68,0.0,114369.65
1110,銀行存款 ,2024/07/03,11207030003,3,合庫-雙和 ,0.0,"2,505,100",借,1168926.0,USD,32.68,0.0,76655.45
1110,銀行存款 ,2024/07/03,11207030004,3,合庫-雙和 ,0.0,"681,200",借,1162114.0,JPY,0.2037,0.0,3344133.53
1110,銀行存款 ,2024/07/03,11207030005,3,合庫-雙和 ,0.0,"6,366,000",借,1098454.0,USD,32.68,0.0,194798.04
1290,進項稅額 ,2024/07/03,11207030002,3,,178000.0,0,借,527919.0,USD,32.68,5446.76,0.0
1290,進項稅額 ,2024/07/03,11207030004,3,,32400.0,0,借,528243.0,JPY,0.2037,159057.44,0.0
1290,進項稅額 ,2024/07/03,11207030005,3,,303000.0,0,借,531273.0,USD,32.68,9271.73,0.0
2990,代收款項 ,2024/07/03,11207030001,3,6月份勞.健自負 ,0.0,"1,034,800",貸,41663.0,JPY,0.2037,0.0,5080019.64
5518,製-水電瓦斯費 ,2024/05/23,11205230002,3,觀音廠電費 ,680000.0,0,借,36428.0,CNY,4.468,21725.83,0.0
5518,製-水電瓦斯費 ,2024/06/13,11206130006,3,觀音廠水費 ,68400.0,0,借,37112.0,JPY,0.2076,185434.52,0.0
5518,製-水電瓦斯費 ,2024/06/27,11206270002,3,觀音廠電費 ,929000.0,0,借,46402.0,USD,32.58,39779.68,0.0
5518,製-水電瓦斯費 ,2024/08/05,11208050010,3,觀音廠電費 ,1116300.0,0,借,57565.0,CNY,4.597,29026.93,0.0
5518,製-水電瓦斯費 ,2024/08/20,11208200008,3,觀音廠水費 ,63900.0,0,借,58204.0,JPY,0.2202,18390.45,0.0
5518,製-水電瓦斯費 ,2024/08/29,11208290002,3,觀音廠電費 ,2001800.0,0,借,78222.0,CNY,4.513,3185076.09,0.0
6010,薪資支出 ,2024/07/03,11207030001,3,6月份薪資 ,45500000.0,0,借,3924000.0,JPY,0.2037,223367697.59,0.0
6010,薪資支出 ,2024/07/03,11207030001,3,6月份部分薪資 ,18000000.0,0,借,4104000.0,JPY,0.2037,88365243.0,0.0
6030,文具用品 ,2024/07/03,11207030003,3,文具.支票機等 ,401700.0,0,借,20242.0,USD,32.68,12291.92,0.0
6230,其他費用 ,2024/07/03,11207030001,3,匯費 ,27000.0,0,借,652564.0,JPY,0.2037,132547.86,0.0
6230,其他費用 ,2024/07/03,11207030003,3,員工餐費.拜拜什支等 ,2103400.0,0,借,673598.0,USD,32.68,64363.53,0.0
6230,其他費用 ,2024/07/03,11207030005,3,匯費 ,3000.0,0,借,673628.0,USD,32.68,91.8,0.0
1110,銀行存款 ,2024/07/04,11207040001,3,合庫-雙和 ,0.0,"58,515,000",借,513304.0,USD,32.525,0.0,1799077.63
2115,銀行借款 ,2024/07/04,11207040001,3,信保還款 ,10342400.0,0,貸,141863099.0,USD,32.525,317983.09,0.0
2115,銀行借款 ,2024/07/04,11207040001,3,信保還款 ,41369800.0,0,貸,141449401.0,USD,32.525,1271938.51,0.0
8010,利息支出 ,2024/07/04,11207040001,3,信保利息 ,1360600.0,0,借,1776364.0,USD,32.525,41832.44,0.0
8010,利息支出 ,2024/07/04,11207040001,3,信保利息 ,5442200.0,0,借,1830786.0,USD,32.525,167323.6,0.0
1105,現金 ,2024/07/05,11207050002,3,林書豪歸還廠內零用金 ,0.0,"3,000,000",借,130000.0,CNY,4.482,0.0,669344.04
1105,現金 ,2024/07/05,11207050003,3,廠內零用金 ,2000000.0,0,借,150000.0,CNY,4.482,446229.36,0.0
1110,銀行存款 ,2024/07/05,11207050002,3,入現 ,3000000.0,0,借,543304.0,CNY,4.482,669344.04,0.0
1110,銀行存款 ,2024/07/05,11207050003,3,合庫-雙和 ,0.0,"2,000,000",借,523304.0,CNY,4.482,0.0,446229.36
1110,銀行存款 ,2024/07/09,11207090001,3,合庫-雙和 ,0.0,"8,680,100",借,436503.0,CNY,4.491,0.0,1932776.66
8010,利息支出 ,2024/07/09,11207090001,3,廠融利息 ,8680100.0,0,借,1917587.0,CNY,4.491,1932776.66,0.0
1290,進項稅額 ,2024/07/10,11207100001,3,,992400.0,0,借,541197.0,USD,32.635,30409.07,0.0
1290,進項稅額 ,2024/07/10,11207100002,3,,670000.0,0,借,547897.0,JPY,0.2038,3287536.8,0.0
1470,未完工程及待驗設備 ,2024/07/10,11207100002,3,風機40HP ,6700000.0,0,借,156888009.0,JPY,0.2038,32875368.01,0.0
1470,未完工程及待驗設備 ,2024/07/10,11207100002,3,風機30HP ,6700000.0,0,借,156955009.0,JPY,0.2038,32875368.01,0.0
1840,裝修費 ,2024/07/10,11207100001,3,輕鋼架工程 ,19847100.0,0,借,271061.0,USD,32.635,608153.82,0.0
2120,應付票據 ,2024/07/10,11207100001,3,8/31FA6545233(超巨) ,0.0,"20,839,500",貸,2094135.0,USD,32.635,0.0,638562.89
2120,應付票據 ,2024/07/10,11207100002,3,10/31FA6545260(火騰) ,0.0,"14,070,000",貸,2234835.0,JPY,0.2038,0.0,69038272.82
1290,進項稅額 ,2024/07/12,11207120001,3,,266700.0,0,借,550564.0,CNY,4.5,59266.67,0.0
1290,進項稅額 ,2024/07/12,11207120002,3,108/5-6月 ,0.0,"16,826,700",借,382297.0,USD,32.61,0.0,515998.16
1295,留抵稅額 ,2024/07/12,11207120002,3,108/3-4月 ,0.0,"937,256,600",借,0.0,USD,32.61,0.0,28741386.08
1295,留抵稅額 ,2024/07/12,11207120002,3,108/5-6月 ,954083300.0,0,借,9540833.0,USD,32.61,29257384.24,0.0
2120,應付票據 ,2024/07/12,11207120001,3,8/31FA6545229(立正) ,0.0,"5,600,000",貸,2290835.0,CNY,4.5,0.0,1244444.44
5518,製-水電瓦斯費 ,2024/09/20,11209200006,3,觀音廠電費 ,2424400.0,0,借,102466.0,CNY,4.557,1185177.78,0.0
1110,銀行存款 ,2024/07/15,11207150001,3,合庫-雙和 ,0.0,"14,062,500",借,295878.0,USD,32.625,0.0,431034.48
1290,進項稅額 ,2024/07/15,11207150002,3,,22500.0,0,借,382522.0,USD,32.625,689.66,0.0
1290,進項稅額 ,2024/07/15,11207150003,3,,37500.0,0,借,382897.0,USD,32.625,1149.43,0.0
2120,應付票據 ,2024/07/15,11207150002,3,9/30FA6545241(先鋒戰隊) ,0.0,"472,500",貸,2295560.0,USD,32.625,0.0,14482.76
2120,應付票據 ,2024/07/15,11207150003,3,8/31FA6545236(厚片) ,0.0,"787,500",貸,2303435.0,USD,32.625,0.0,24137.93
6230,其他費用 ,2024/07/15,11207150002,3,垃圾清運費(7月份) ,450000.0,0,借,678128.0,USD,32.625,13793.1,0.0
6230,其他費用 ,2024/07/15,11207150003,3,鋼筋測試及車馬費等 ,750000.0,0,借,685628.0,USD,32.625,22988.51,0.0
8010,利息支出 ,2024/07/15,11207150001,3,土地貸款利息 ,14062500.0,0,借,2058212.0,USD,32.625,431034.48,0.0
1110,銀行存款 ,2024/07/16,11207160001,3,合庫-雙和 ,0.0,"2,120,000",借,274678.0,USD,32.675,0.0,64881.41
1110,銀行存款 ,2024/07/16,11207160002,3,合庫-雙和 ,0.0,"8,947,800",借,185200.0,CNY,4.506,0.0,1985752.33
1110,銀行存款 ,2024/07/16,11207160003,3,合庫-雙和 ,0.0,"1,513,200",借,170068.0,USD,32.675,0.0,46310.64
2990,代收款項 ,2024/07/16,11207160002,3,5月份勞.健保自付 ,1066900.0,0,貸,30994.0,CNY,4.506,236773.19,0.0
6040,旅費 ,2024/07/16,11207160001,3,6月份油資補貼 ,2120000.0,0,借,156371.0,USD,32.675,64881.41,0.0
6100,保險費 ,2024/07/16,11207160002,3,5月份勞退金 ,2456000.0,0,借,445482.0,CNY,4.506,545051.04,0.0
6100,保險費 ,2024/07/16,11207160002,3,5月份勞.健保 ,5424900.0,0,借,499731.0,CNY,4.506,1203928.1,0.0
6230,其他費用 ,2024/07/16,11207160003,3,7月份園區管理費 ,1513200.0,0,借,700760.0,USD,32.675,46310.64,0.0
1290,進項稅額 ,2024/07/17,11207170001,3,,13000.0,0,借,383027.0,JPY,0.2097,61993.32,0.0
2120,應付票據 ,2024/07/17,11207170001,3,8/31FA6545224(正辛) ,0.0,"273,000",貸,2306165.0,JPY,0.2097,0.0,1301859.8
6030,文具用品 ,2024/07/17,11207170001,3,影印費(7月份) ,260000.0,0,借,22842.0,JPY,0.2097,1239866.48,0.0
1290,進項稅額 ,2024/07/18,11207180001,3,,1571400.0,0,借,398741.0,JPY,0.2107,7457997.15,0.0
1470,未完工程及待驗設備 ,2024/07/18,11207180001,3,乙太網路模組及設備配線 .變 頻器追加訂金30% ,31428600.0,0,借,157269295.0,JPY,0.2107,149162790.7,0.0
2120,應付票據 ,2024/07/18,11207180001,3,8/31FA6545238(金元彬) ,0.0,"33,000,000",貸,2636165.0,JPY,0.2107,0.0,156620787.85
1290,進項稅額 ,2024/07/19,11207190001,3,,12500.0,0,借,398866.0,USD,32.78,381.33,0.0
1290,進項稅額 ,2024/07/19,11207190002,3,,1428600.0,0,借,413152.0,JPY,0.21,6802857.14,0.0
1470,未完工程及待驗設備 ,2024/07/19,11207190002,3,多成分分析儀增加量項目 及 其他附屬配件及服務 ,28571400.0,0,借,157555009.0,JPY,0.21,136054285.71,0.0
2120,應付票據 ,2024/07/19,11207190001,3,8/31FA6545230(立正) ,0.0,"262,500",貸,2638790.0,USD,32.78,0.0,8007.93
2120,應付票據 ,2024/07/19,11207190002,3,9/30FA6545246(磁鐵) ,0.0,"30,000,000",貸,2938790.0,JPY,0.21,0.0,142857142.86
5518,製-水電瓦斯費 ,2024/10/21,11210210004,3,觀音廠水費 ,427600.0,0,借,106742.0,CNY,4.509,7626.6,0.0
1110,銀行存款 ,2024/07/22,11207220002,3,合庫-雙和 ,0.0,"629,000",借,163778.0,CNY,4.528,0.0,138913.43
1110,銀行存款 ,2024/07/22,11207220003,3,合庫-雙和 ,0.0,"63,000",借,163148.0,CNY,4.528,0.0,13913.43
1110,銀行存款 ,2024/07/22,11207220004,3,合庫-雙和 ,370000000.0,0,借,3863148.0,CNY,4.528,81713780.92,0.0
1290,進項稅額 ,2024/07/22,11207220001,3,,100000.0,0,借,414152.0,CNY,4.528,22084.81,0.0
1290,進項稅額 ,2024/07/22,11207220003,3,,3000.0,0,借,414182.0,CNY,4.528,662.54,0.0
2115,銀行借款 ,2024/07/22,11207220004,3,廠融放款 ,0.0,"370,000,000",貸,145149401.0,CNY,4.528,0.0,81713780.92
2120,應付票據 ,2024/07/22,11207220001,3,10/31FA6545258(義舜) ,0.0,"2,100,000",貸,2959790.0,CNY,4.528,0.0,463780.92
5518,製-水電瓦斯費 ,2024/10/21,11210210004,3,觀音廠電費 ,1826800.0,0,借,125010.0,CNY,4.509,441696.11,0.0
6080,廣告費 ,2024/07/22,11207220002,3,人事刊登費 ,629000.0,0,借,9990.0,CNY,4.528,138913.43,0.0
6230,其他費用 ,2024/07/22,11207220003,3,中興保全傳訊費108/6/1- 108 /6/30 ,60000.0,0,借,701360.0,CNY,4.528,13250.88,0.0
1290,進項稅額 ,2024/07/24,11207240001,3,,500000.0,0,借,419182.0,USD,32.88,15206.81,0.0
1470,未完工程及待驗設備 ,2024/07/24,11207240001,3,監控系統設訂金30% ,10000000.0,0,借,157655009.0,USD,32.88,304136.25,0.0
2120,應付票據 ,2024/07/24,11207240001,3,8/31FA6545237(旺仔) ,0.0,"10,500,000",貸,3064790.0,USD,32.88,0.0,319343.07
1110,銀行存款 ,2024/07/26,11207250009,3,合庫-雙和 ,500000000.0,0,借,8863148.0,JPY,0.2153,2322340919.65,0.0
1270,業主(股東)往來 ,2024/07/26,11207250009,3,還款(惠民) ,0.0,"500,000,000",借,5000000.0,JPY,0.2153,0.0,2322340919.65
1290,進項稅額 ,2024/07/26,11207250001,3,,2316400.0,0,借,442346.0,USD,32.88,70450.12,0.0
1290,進項稅額 ,2024/07/26,11207250002,3,,238100.0,0,借,444727.0,JPY,0.2153,1105898.75,0.0
1290,進項稅額 ,2024/07/26,11207250003,3,,76000.0,0,借,445487.0,USD,32.88,2311.44,0.0
1290,進項稅額 ,2024/07/26,11207250004,3,,673500.0,0,借,452222.0,CNY,4.547,148119.64,0.0
1290,進項稅額 ,2024/07/26,11207250005,3,,1714300.0,0,借,469365.0,JPY,0.2153,7962378.08,0.0
1290,進項稅額 ,2024/07/26,11207250006,3,,2619100.0,0,借,495556.0,USD,32.88,79656.33,0.0
1290,進項稅額 ,2024/07/26,11207250007,3,,261900.0,0,借,498175.0,USD,32.88,7965.33,0.0
1290,進項稅額 ,2024/07/26,11207250008,3,,1413200.0,0,借,512307.0,CNY,4.547,310798.33,0.0
1460,辦公設備 ,2024/07/26,11207250006,3,冷氣一批 ,38095200.0,0,借,614238.0,USD,32.88,1158613.14,0.0
1470,未完工程及待驗設備 ,2024/07/26,11207250005,3,排煙監測系統及避雷照明 系 統工程40% ,34285700.0,0,借,157997866.0,JPY,0.2153,159246168.14,0.0
1470,未完工程及待驗設備 ,2024/07/26,11207250007,3,B廠區2.3樓實驗室照明設 備 ,5238100.0,0,借,158050247.0,USD,32.88,159309.61,0.0
1940,未攤銷費用 ,2024/07/26,11207250006,3,洗衣機.冰箱 ,3900000.0,0,借,99846.0,USD,32.88,118613.14,0.0
2120,應付票據 ,2024/07/26,11207250001,3,8/31FA6545223(小明) ,0.0,"48,644,800",貸,3551238.0,USD,32.88,0.0,1479464.72
2120,應付票據 ,2024/07/26,11207250002,3,8/31FA6545226(穎泓) ,0.0,"5,000,100",貸,3601239.0,JPY,0.2153,0.0,23223873.66
2120,應付票據 ,2024/07/26,11207250003,3,8/31FA6545227(立春) ,0.0,"1,596,000",貸,3617199.0,USD,32.88,0.0,48540.15
2120,應付票據 ,2024/07/26,11207250004,3,8/31FA6545235(晉楊七金 ) ,0.0,"14,142,300",貸,3758622.0,CNY,4.547,0.0,3110248.52
2120,應付票據 ,2024/07/26,11207250005,3,9/30FA6545242(駿帥) ,0.0,"36,000,000",貸,4118622.0,JPY,0.2153,0.0,167208546.21
2120,應付票據 ,2024/07/26,11207250006,3,8/31FA6545232(祥瑞) ,0.0,"58,900,000",貸,4707622.0,USD,32.88,0.0,1791362.53
